open,high,low,close,volume,vwap,timestamp,transactions,otc
518.83,518.94,518.83,518.86,966,518.8609,1712563200000,31,
518.9,518.97,518.9,518.97,929,518.9568,1712563260000,11,
519.03,519.03,519.03,519.03,411,519.0278,1712563320000,9,
519.02,519.03,519.02,519.02,1014,519.0245,1712563380000,12,
519.01,519.01,519,519,2042,519.0073,1712563440000,11,
518.97,518.97,518.97,518.97,303,518.9722,1712563620000,3,
519.04,519.04,519.01,519.01,1900,519.0163,1712563680000,5,
518.83,518.89,518.8,518.89,3540,518.8789,1712564040000,24,
518.92,518.92,518.89,518.89,2701,518.9047,1712564100000,13,
518.61,518.61,518.58,518.58,572,518.6776,1712564160000,42,
518.64,518.64,518.5,518.5,2296,518.5912,1712564220000,27,
518.31,518.31,518.27,518.27,352,518.2874,1712564280000,5,
518.26,518.26,518.11,518.11,1689,518.1619,1712564340000,13,
518.09,518.09,518.01,518.01,5627,518.0312,1712564400000,34,
517.95,517.99,517.79,517.79,1424,517.9547,1712564460000,14,
517.77,517.77,517.66,517.66,868,517.7088,1712564520000,16,
517.5,517.5,517.09,517.09,1948,517.2336,1712564580000,24,
517.18,517.28,517.17,517.25,1751,517.2401,1712564640000,14,
517.23,517.47,517.14,517.47,1228,517.2244,1712564700000,18,
517.52,517.52,517.47,517.48,1235,517.4829,1712564760000,13,
517.42,517.48,517.42,517.48,1211,517.4488,1712564880000,11,
517.61,517.61,517.47,517.47,579,517.5734,1712565000000,10,
517.74,517.77,517.74,517.77,948,517.7519,1712565120000,9,
517.96,517.98,517.96,517.98,1097,517.9726,1712565240000,12,
518,518.02,518,518.02,202,518.0102,1712565300000,4,
518,518.2,518,518.2,673,518.1038,1712565360000,7,
518.2,518.21,518.2,518.21,1041,518.2019,1712565480000,8,
518.19,518.19,518.18,518.18,341,518.1922,1712565540000,7,
518.18,518.18,518.18,518.18,186,518.1546,1712565660000,6,
518.09,518.09,518.09,518.09,203,518.0913,1712565780000,4,
518.15,518.15,518.15,518.15,1000,518.15,1712565840000,8,
517.85,517.85,517.85,517.85,3038,517.8503,1712566380000,7,
517.77,517.77,517.77,517.77,337,517.7142,1712566500000,9,
517.54,517.54,517.54,517.54,284,517.5614,1712566680000,5,
517.92,517.93,517.92,517.93,373,517.9094,1712566920000,5,
517.9,517.9,517.77,517.77,334,517.8107,1712567220000,9,
518.01,518.01,517.98,517.98,331,517.9957,1712567460000,3,
517.98,517.98,517.98,517.98,200,517.98,1712567580000,1,
517.98,518.04,517.98,517.99,602,518.014,1712567640000,4,
517.87,517.87,517.87,517.87,200,517.87,1712567700000,2,
517.87,517.89,517.87,517.89,1944,517.8714,1712567760000,7,
518.09,518.09,518.04,518.04,320,518.0713,1712567880000,2,
518.22,518.22,518.22,518.22,252,518.2001,1712568120000,5,
518.25,518.29,518.25,518.29,774,518.2805,1712568180000,8,
518.47,518.48,518.43,518.43,1980,518.452,1712568420000,9,
518.31,518.31,518.31,518.31,281,518.31,1712568600000,5,
518.35,518.35,518.35,518.35,213,518.3359,1712568720000,5,
518.3,518.3,518.3,518.3,137,518.3001,1712568900000,2,
518.18,518.18,518.12,518.12,587,518.1649,1712569080000,5,
518.18,518.18,518.18,518.18,906,518.2603,1712569260000,11,
518.34,518.34,518.34,518.34,184,518.3395,1712569320000,6,
518.25,518.25,518.25,518.25,405,518.2498,1712569380000,3,
518.34,518.35,518.34,518.35,253,518.3358,1712569740000,4,
518.25,518.25,518.25,518.25,2500,518.25,1712569920000,7,
518.1,518.1,518.1,518.1,108,518.0988,1712570580000,4,
518,518,518,518,125,518.0042,1712571000000,9,
517.9,517.9,517.88,517.88,734,517.8811,1712571120000,8,
517.85,517.85,517.85,517.85,208,517.8525,1712571180000,4,
517.91,517.91,517.91,517.91,140,517.91,1712571240000,1,
518.12,518.29,518.12,518.29,321,518.2262,1712571720000,3,
518.14,518.14,518.14,518.14,818,518.1457,1712571780000,5,
518.14,518.14,518.14,518.14,135,518.1728,1712572080000,3,
518.25,518.25,518.25,518.25,1175,518.2514,1712572260000,9,
518.11,518.15,518.11,518.15,7502,518.1464,1712572740000,20,
518.26,518.26,518.26,518.26,5000,518.26,1712573100000,6,
518.42,518.42,518.42,518.42,221,518.3974,1712573220000,6,
518.46,518.46,518.46,518.46,124,518.4519,1712573460000,5,
518.5,518.59,518.5,518.59,1325,518.5136,1712573760000,14,
518.65,518.66,518.65,518.66,701,518.6536,1712573820000,12,
518.65,518.65,518.65,518.65,120,518.6517,1712573880000,2,
518.63,518.84,518.63,518.84,4414,518.7557,1712574000000,49,
518.87,518.9,518.85,518.9,1645,518.8752,1712574060000,20,
518.9,518.92,518.89,518.92,1589,518.8971,1712574120000,13,
518.93,518.93,518.79,518.8,2797,518.8885,1712574180000,29,
518.82,518.86,518.82,518.83,4719,518.8316,1712574240000,23,
518.9,518.9,518.87,518.87,220,518.8814,1712574300000,4,
518.8,518.8,518.76,518.76,1263,518.7938,1712574360000,8,
518.83,518.88,518.83,518.88,1151,518.8543,1712574420000,8,
518.88,518.88,518.82,518.82,1370,518.8529,1712574480000,15,
518.75,518.76,518.71,518.76,568,518.7485,1712574540000,6,
518.76,518.76,518.76,518.76,144,518.7631,1712574660000,6,
518.74,518.74,518.74,518.74,1312,518.7402,1712574720000,6,
518.69,518.7,518.59,518.61,4009,518.6708,1712574840000,20,
518.57,518.57,518.55,518.55,1176,518.5579,1712574900000,9,
518.55,518.55,518.54,518.54,823,518.5434,1712574960000,8,
518.65,518.65,518.64,518.64,203,518.6452,1712575020000,4,
518.6,518.6,518.6,518.6,452,518.6068,1712575080000,3,
518.64,518.76,518.64,518.76,2253,518.7015,1712575140000,16,
518.77,518.77,518.77,518.77,514,518.7719,1712575200000,10,
518.77,518.77,518.77,518.77,154,518.77,1712575380000,1,
518.81,518.81,518.81,518.81,102,518.8092,1712575440000,2,
518.6,518.6,518.6,518.6,304,518.6075,1712575560000,8,
518.58,518.58,518.58,518.58,178,518.5603,1712575680000,9,
518.56,518.56,518.56,518.56,289,518.5651,1712575740000,7,
518.48,518.48,518.45,518.45,1121,518.459,1712575800000,9,
518.46,518.46,518.4,518.4,3327,518.4382,1712575860000,31,
518.43,518.43,518.39,518.39,814,518.4056,1712575920000,9,
518.39,518.43,518.39,518.43,2270,518.4015,1712575980000,17,
518.47,518.47,518.47,518.47,120,518.467,1712576040000,3,
518.46,518.46,518.46,518.46,1116,518.4644,1712576100000,16,
518.54,518.55,518.47,518.47,5364,518.5265,1712576220000,48,
518.51,518.51,518.51,518.51,252,518.5121,1712576280000,4,
518.48,518.57,518.48,518.52,3492,518.544,1712576340000,30,
518.4,518.4,518.39,518.39,490,518.3974,1712576460000,13,
518.42,518.42,518.26,518.26,2691,518.3263,1712576520000,28,
518.25,518.25,518.19,518.19,629,518.2187,1712576580000,14,
518.23,518.25,518.23,518.25,1337,518.2359,1712576640000,14,
518.27,518.27,518.18,518.18,21203,518.2168,1712576700000,128,
518.15,518.26,518.15,518.26,1744,518.2535,1712576760000,17,
518.27,518.29,518.27,518.29,1083,518.2819,1712576820000,11,
518.29,518.29,518.29,518.29,189,518.2939,1712576880000,5,
518.37,518.42,518.37,518.42,921,518.4132,1712576940000,12,
518.5,518.66,518.5,518.63,1922,518.6339,1712577000000,23,
518.63,518.63,518.58,518.58,221,518.6046,1712577060000,4,
518.55,518.67,518.55,518.64,943,518.6201,1712577120000,16,
518.68,518.68,518.68,518.68,375,518.6752,1712577180000,6,
518.74,518.74,518.73,518.73,2038,518.7301,1712577240000,11,
518.62,518.62,518.62,518.62,1456,518.6202,1712577300000,16,
518.61,518.64,518.6,518.6,1645,518.6102,1712577360000,9,
518.68,518.7,518.68,518.7,1097,518.6958,1712577420000,13,
518.69,518.69,518.69,518.69,617,518.6937,1712577480000,9,
518.75,518.75,518.75,518.75,298,518.7142,1712577540000,13,
518.83,518.93,518.24,518.64,25178,518.6605,1712577600000,261,
518.54,518.82,517.95,518.46,4202,518.4008,1712577660000,291,
518.32,518.54,517.95,518.5106,12981,518.3394,1712577720000,210,
