open,high,low,close,volume,vwap,timestamp,transactions,otc
517.37,517.37,517.37,517.37,339,517.3129,1715155200000,23,
517.39,517.39,517.39,517.39,211,517.3887,1715155260000,5,
517.33,517.33,517.33,517.33,234,517.3454,1715155500000,9,
517.31,517.31,517.31,517.31,331,517.2897,1715155560000,9,
517.31,517.31,517.31,517.31,1011,517.3103,1715155620000,9,
517.31,517.31,517.31,517.31,1268,517.3098,1715155800000,10,
517.41,517.41,517.41,517.41,106,517.4049,1715156340000,2,
517.4,517.4,517.4,517.4,200,517.4,1715156580000,1,
517.59,517.59,517.59,517.59,584,517.5897,1715156700000,7,
517.63,517.63,517.63,517.63,501,517.6299,1715156760000,2,
517.54,517.54,517.48,517.48,601,517.49,1715157060000,3,
517.44,517.44,517.44,517.44,178,517.4292,1715157120000,3,
517.4,517.4,517.4,517.4,605,517.4052,1715157360000,7,
517.34,517.34,517.34,517.34,355,517.3338,1715157480000,2,
517.26,517.26,517.26,517.26,1500,517.2593,1715157540000,7,
517.32,517.32,517.32,517.32,301,517.3199,1715157960000,2,
517.3,517.3,517.25,517.25,605,517.2748,1715158020000,3,
517.27,517.27,517.27,517.27,199,517.265,1715158320000,2,
517.22,517.22,517.2,517.2,764,517.2014,1715158560000,16,
517.18,517.18,517.18,517.18,200,517.18,1715158620000,1,
517.16,517.16,517.16,517.16,236,517.1601,1715158860000,3,
517.15,517.15,517.15,517.15,263,517.1502,1715158920000,3,
517.27,517.27,517.27,517.27,564,517.2666,1715159100000,3,
517.33,517.34,517.33,517.34,1000,517.335,1715159160000,3,
517.33,517.35,517.31,517.33,2150,517.3304,1715159280000,14,
517.31,517.31,517.3,517.3,425,517.3071,1715159460000,3,
517.16,517.17,517.16,517.17,822,517.1664,1715160180000,8,
517.16,517.16,517.16,517.16,112,517.1602,1715160240000,2,
517.22,517.27,517.22,517.27,451,517.2421,1715160300000,3,
517.19,517.19,517.19,517.19,2002,517.19,1715160600000,7,
517.27,517.27,517.27,517.27,200,517.2697,1715160840000,3,
517.35,517.35,517.35,517.35,203,517.349,1715161020000,3,
517.35,517.35,517.35,517.35,110,517.3538,1715161440000,3,
517.45,517.45,517.45,517.45,501,517.45,1715161620000,2,
517.52,517.52,517.52,517.52,214,517.5193,1715161740000,4,
517.46,517.52,517.46,517.52,246,517.4847,1715161800000,3,
517.46,517.46,517.46,517.46,100,517.46,1715161980000,1,
517.35,517.35,517.35,517.35,100,517.35,1715162280000,1,
517.3,517.31,517.3,517.31,558,517.2916,1715162400000,5,
517.15,517.17,517.08,517.17,3262,517.1064,1715162460000,28,
517.28,517.31,517.28,517.31,1500,517.2957,1715162520000,5,
517.43,517.43,517.43,517.43,560,517.4225,1715162760000,3,
517.22,517.22,517.22,517.22,104,517.2195,1715163000000,3,
517.12,517.12,517.12,517.12,317,517.1205,1715163300000,4,
517.16,517.16,517.16,517.16,100,517.16,1715163420000,1,
517.27,517.27,517.27,517.27,600,517.27,1715163480000,2,
517.27,517.27,517.27,517.27,406,517.27,1715163540000,3,
517.32,517.32,517.32,517.32,203,517.3298,1715164380000,5,
517.04,517.08,516.95,517.08,4155,517.0159,1715164560000,38,
