open,high,low,close,volume,vwap,timestamp,transactions,otc
520.61,521.23,520.61,521.23,1055,520.8582,1712217600000,20,
521.23,521.24,520.8,521.24,23418,521.1442,1712217720000,99,
521.17,521.17,521.17,521.17,157,521.1817,1712217780000,4,
521.18,521.18,521.18,521.18,298,521.18,1712217840000,1,
521.3,521.32,521.3,521.32,2434,521.3061,1712217900000,9,
521.4,521.4,521.4,521.4,551,521.4,1712218020000,4,
521.3,521.3,521.3,521.3,256,521.3,1712218080000,8,
521.33,521.34,521.33,521.34,664,521.337,1712218140000,9,
521.33,521.33,521.33,521.33,392,521.3323,1712218320000,3,
521.34,521.34,521.34,521.34,256,521.3378,1712218440000,4,
521.22,521.22,521.22,521.22,200,521.22,1712218620000,1,
521.28,521.28,521.28,521.28,150,521.28,1712218680000,1,
521.32,521.32,521.32,521.32,100,521.32,1712218920000,1,
521.31,521.31,521.31,521.31,875,521.3107,1712218980000,4,
521.31,521.31,521.31,521.31,150,521.2933,1712219040000,2,
521.35,521.35,521.32,521.32,951,521.3292,1712219100000,10,
521.38,521.38,521.38,521.38,102,521.3806,1712219160000,2,
521.34,521.34,521.34,521.34,499,521.3396,1712219340000,8,
521.36,521.36,521.36,521.36,351,521.3574,1712219400000,6,
521.45,521.5,521.45,521.5,3549,521.4674,1712219460000,21,
521.54,521.54,521.45,521.45,20578,521.4832,1712219520000,50,
521.49,521.49,521.49,521.49,238,521.495,1712219580000,8,
521.48,521.48,521.44,521.44,246,521.4603,1712219640000,3,
521.45,521.45,521.45,521.45,200,521.45,1712219700000,2,
521.45,521.45,521.45,521.45,100,521.45,1712219760000,1,
521.24,521.25,521.24,521.25,1265,521.2428,1712219940000,7,
521.18,521.18,521.15,521.15,2730,521.1536,1712220480000,15,
521.21,521.21,521.21,521.21,195,521.1963,1712220600000,6,
521.23,521.23,521.22,521.22,219,521.2246,1712220660000,2,
521.25,521.25,521.25,521.25,175,521.25,1712220720000,3,
521.26,521.26,521.26,521.26,501,521.26,1712220780000,2,
521.24,521.24,521.24,521.24,314,521.24,1712221380000,2,
521.15,521.15,521.15,521.15,203,521.1405,1712221500000,5,
521.18,521.18,521.18,521.18,102,521.1796,1712221560000,3,
521.06,521.06,521.05,521.05,1000,521.053,1712221740000,5,
521.12,521.12,521.11,521.11,351,521.1187,1712221800000,3,
521.11,521.11,521.11,521.11,300,521.11,1712221860000,1,
521.16,521.16,521.16,521.16,200,521.16,1712221920000,2,
521.26,521.26,521.26,521.26,153,521.2669,1712222100000,3,
521.27,521.27,521.27,521.27,100,521.27,1712222160000,1,
521.38,521.38,521.38,521.38,500,521.38,1712222520000,4,
521.42,521.42,521.42,521.42,190,521.42,1712222640000,1,
521.41,521.41,521.41,521.41,100,521.41,1712222700000,1,
521.42,521.43,521.42,521.42,420,521.4233,1712222820000,5,
521.41,521.41,521.33,521.33,1505,521.3369,1712223000000,7,
521.36,521.37,521.36,521.37,1500,521.362,1712223060000,4,
521.33,521.33,521.33,521.33,304,521.3351,1712223420000,3,
521.35,521.35,521.35,521.35,200,521.35,1712223540000,1,
521.4,521.4,521.4,521.4,510,521.4004,1712223840000,2,
521.43,521.43,521.43,521.43,500,521.43,1712224020000,2,
521.25,521.28,521.25,521.28,789,521.2735,1712224200000,7,
521.4,521.41,521.4,521.41,418,521.4083,1712224440000,5,
521.41,521.41,521.39,521.39,610,521.4062,1712224500000,4,
521.38,521.38,521.35,521.35,2378,521.3642,1712224560000,8,
521.35,521.35,521.35,521.35,950,521.35,1712224740000,4,
521.32,521.33,521.32,521.33,1176,521.329,1712224800000,6,
521.32,521.32,521.28,521.28,499,521.312,1712224860000,6,
521.23,521.23,521.23,521.23,321,521.239,1712224920000,12,
521.2,521.2,521.2,521.2,101,521.2001,1712224980000,2,
521.15,521.15,521.15,521.15,253,521.1541,1712225100000,5,
521.16,521.16,521.16,521.16,150,521.16,1712225220000,2,
521.4,521.4,521.4,521.4,109,521.4008,1712225460000,3,
521.37,521.37,521.37,521.37,160,521.3696,1712225880000,5,
521.35,521.35,521.35,521.35,253,521.3522,1712225940000,5,
521.31,521.31,521.31,521.31,201,521.3102,1712226000000,2,
521.33,521.33,521.33,521.33,455,521.3337,1712226300000,4,
521.37,521.37,521.37,521.37,200,521.37,1712226360000,3,
521.36,521.36,521.36,521.36,119,521.3568,1712226420000,2,
521.37,521.37,521.37,521.37,178,521.3734,1712226480000,4,
521.3,521.3,521.3,521.3,102,521.3,1712226660000,2,
521.25,521.25,521.25,521.25,400,521.25,1712226720000,1,
521.25,521.25,521.25,521.25,102,521.251,1712226780000,2,
521.26,521.28,521.26,521.28,753,521.2773,1712226900000,5,
521.15,521.15,521.13,521.13,561,521.1353,1712227080000,3,
521.15,521.15,521.15,521.15,307,521.1507,1712227260000,2,
521.25,521.25,521.25,521.25,572,521.2521,1712227500000,4,
521.3,521.3,521.3,521.3,145,521.3061,1712227560000,3,
521.35,521.35,521.35,521.35,217,521.3504,1712227980000,4,
521.38,521.38,521.38,521.38,110,521.3864,1712228040000,2,
521.48,521.48,521.48,521.48,215,521.4651,1712228100000,4,
521.47,521.47,521.47,521.47,670,521.473,1712228160000,7,
521.55,521.6,521.55,521.6,928,521.5692,1712228220000,11,
521.61,521.61,521.6,521.6,10030,521.6035,1712228280000,22,
521.61,521.61,521.56,521.56,276,521.586,1712228340000,8,
521.62,521.64,521.62,521.62,2492,521.6278,1712228400000,18,
521.61,521.61,521.56,521.59,622,521.5834,1712228460000,9,
521.55,521.55,521.55,521.55,244,521.5636,1712228520000,3,
521.55,521.55,521.45,521.47,20007,521.479,1712228580000,115,
521.52,521.52,521.5,521.52,3400,521.5153,1712228640000,6,
521.55,521.6,521.55,521.6,10651,521.5946,1712228700000,30,
521.54,521.54,521.54,521.54,516,521.5388,1712228760000,3,
521.5,521.5,521.5,521.5,204,521.5011,1712228880000,6,
521.56,521.58,521.56,521.58,661,521.577,1712229060000,6,
521.51,521.51,521.5,521.5,601,521.5085,1712229120000,11,
521.53,521.55,521.51,521.51,10400,521.5465,1712229180000,32,
521.54,521.54,521.54,521.54,382,521.5421,1712229240000,4,
521.54,521.54,521.52,521.52,1276,521.5216,1712229300000,14,
521.52,521.52,521.52,521.52,702,521.5201,1712229360000,5,
521.5,521.5,521.49,521.49,1594,521.4922,1712229420000,11,
521.48,521.48,521.48,521.48,608,521.4818,1712229480000,8,
521.45,521.45,521.45,521.45,5658,521.4506,1712229600000,17,
521.52,521.53,521.501,521.53,3316,521.5198,1712229660000,13,
521.48,521.48,521.48,521.48,774,521.4833,1712229720000,7,
521.41,521.41,521.41,521.41,140,521.4182,1712229840000,5,
521.41,521.43,521.4,521.43,6016,521.4119,1712229900000,20,
521.44,521.44,521.44,521.44,187,521.4353,1712229960000,3,
521.41,521.41,521.39,521.39,753,521.4075,1712230020000,9,
521.44,521.44,521.44,521.44,145,521.4338,1712230140000,4,
521.44,521.44,520.8,521.4,39698,521.3159,1712230200000,173,
521.39,521.41,521.38,521.41,2710,521.393,1712230260000,15,
521.44,521.48,521.44,521.48,5403,521.4622,1712230320000,16,
521.39,521.39,521.38,521.38,603,521.3817,1712230380000,6,
521.35,521.35,521.35,521.35,160,521.3538,1712230440000,2,
521.38,521.4,521.36,521.4,2032,521.3847,1712230500000,9,
521.4,521.4,521.371,521.371,796,521.3895,1712230560000,13,
521.4,521.44,521.4,521.44,609,521.4195,1712230620000,8,
521.4,521.41,521.4,521.41,541,521.4074,1712230740000,7,
521.37,521.4,521.37,521.4,375,521.3886,1712230860000,4,
521.45,521.45,521.45,521.45,612,521.4573,1712230920000,7,
521.29,521.29,521.28,521.29,1039,521.2854,1712231100000,15,
521.32,521.32,521.32,521.32,104,521.3199,1712231220000,5,
521.3,521.39,521.3,521.39,475,521.3473,1712231280000,8,
521.36,521.36,521.35,521.35,1602,521.3513,1712231520000,10,
521.39,521.39,521.39,521.39,305,521.39,1712231640000,2,
521.4,521.41,521.4,521.4,2664,521.4016,1712231700000,17,
521.381,521.4,521.381,521.4,1158,521.3924,1712231760000,7,
521.36,521.36,521.36,521.36,171,521.3688,1712231880000,5,
521.36,521.39,521.36,521.39,433,521.3669,1712231940000,5,
521.6207,521.6207,521.26,521.33,10556,521.442,1712232000000,290,
521.12,521.31,520.83,521.16,2435,521.1874,1712232060000,222,
520.88,521.26,520.88,521.26,2462,521.1311,1712232120000,176,
521.25,521.3,521.06,521.3,6440,521.2718,1712232180000,69,
521.32,521.38,521.19,521.38,2762,521.2707,1712232240000,46,
520.95,521.4,520.95,521.3899,63954,520.9565,1712232300000,16,
521.38,521.38,521.32,521.32,808,521.3644,1712232360000,11,
521.39,521.42,521.39,521.42,589,521.4015,1712232420000,13,
521.45,521.45,521.45,521.45,296,521.4481,1712232480000,12,
521.43,521.43,521.41,521.41,1906,521.4109,1712232540000,17,
521.35,521.35,521.35,521.35,5138,521.3495,1712232600000,19,
521.24,521.29,521.24,521.29,1874,521.2626,1712232660000,24,
521.31,521.31,521.31,521.31,967,521.3163,1712232720000,11,
519.41,521.35,519.41,521.33,9065,519.6369,1712232780000,14,
521.38,521.39,521.38,521.39,629,521.3876,1712232840000,9,
521.37,521.37,521.37,521.37,241,521.3752,1712232900000,5,
521.39,521.43,521.39,521.43,2506,521.422,1712232960000,18,
521.4,521.4,521.39,521.39,683,521.3954,1712233020000,13,
521.35,521.35,521.32,521.32,1654,521.3319,1712233080000,18,
521.31,521.31,521.3,521.3,1149,521.3082,1712233140000,16,
521.22,521.24,521.22,521.24,2668,521.2316,1712233200000,26,
521.24,521.27,521.221,521.25,7630,521.2514,1712233260000,36,
521.28,521.28,521.26,521.26,5145,521.2796,1712233320000,15,
521.33,521.33,521.33,521.33,219,521.3065,1712233380000,15,
521.28,521.28,521.28,521.28,177,521.2808,1712233440000,8,
521.27,521.31,521.25,521.26,21751,521.2724,1712233500000,147,
521.3,521.36,521.3,521.36,2233,521.3253,1712233560000,14,
521.37,521.39,521.34,521.39,19552,521.3637,1712233620000,67,
521.37,521.45,521.37,521.44,5715,521.4321,1712233680000,40,
521.45,521.5,521.3,521.4,4840,521.4485,1712233740000,46,
521.5,521.75,521.5,521.58,18018,521.6181,1712233800000,82,
521.57,521.57,521.31,521.39,2349,521.3795,1712233860000,35,
521.43,521.62,521.39,521.62,31713,521.4686,1712233920000,123,
521.51,521.66,521.51,521.64,6697,521.6484,1712233980000,45,
521.6401,521.93,521.6401,521.84,22030,521.8104,1712234040000,85,
521.84,521.94,521.84,521.94,13933,521.8914,1712234100000,74,
521.95,522.06,521.95,522.06,16412,521.9942,1712234160000,110,
522.02,522.09,522,522.09,13599,522.0191,1712234220000,62,
522.09,522.13,522.09,522.09,8673,522.1164,1712234280000,52,
522.06,522.16,522.01,522.14,2901,522.1144,1712234340000,40,
522.21,522.22,522.13,522.13,11673,522.2043,1712234400000,70,
522.15,522.15,522.06,522.109,5977,522.093,1712234460000,36,
522.09,522.23,522.08,522.1897,18036,522.1652,1712234520000,80,
522.22,522.23,522.18,522.18,3861,522.1956,1712234580000,32,
522.18,522.18,522.16,522.17,1548,522.1687,1712234640000,33,
522.2,522.32,522.2,522.31,12479,522.2597,1712234700000,77,
522.31,522.39,522.26,522.29,27198,522.3138,1712234760000,135,
522.41,522.41,522.41,522.41,427,522.1198,1712234820000,27,
522.35,522.71,522.35,522.7,21781,522.5235,1712234880000,113,
522.7,522.8,522.69,522.71,34145,522.729,1712234940000,137,
522.73,522.82,522.671,522.82,18100,522.7422,1712235000000,99,
522.8,522.86,522.8,522.8,14422,522.8138,1712235060000,61,
