open,high,low,close,volume,vwap,timestamp,transactions,otc
502.45,502.5,502.38,502.5,6398,502.4465,1714032000000,96,
502.54,502.55,502.48,502.48,4676,502.5443,1714032060000,21,
502.48,502.49,502.48,502.49,721,502.5061,1714032120000,13,
502.74,502.88,502.74,502.88,4401,502.8175,1714032180000,17,
502.85,502.85,502.85,502.85,232,502.8475,1714032240000,5,
502.85,502.86,502.83,502.83,6992,502.8499,1714032300000,23,
502.83,502.83,502.83,502.83,200,502.815,1714032360000,4,
502.8,502.8,502.8,502.8,100,502.8,1714032420000,1,
502.85,502.87,502.85,502.87,4201,502.8515,1714032480000,16,
502.83,502.88,502.83,502.88,1363,502.8412,1714032540000,7,
502.88,502.88,502.82,502.82,251,502.8542,1714032600000,4,
502.94,503,502.94,503,2259,502.9636,1714032660000,23,
502.99,503.12,502.99,503.12,2919,503.0305,1714032720000,13,
503.15,503.15,503.15,503.15,5011,503.15,1714032780000,20,
503.14,503.14,503.14,503.14,154,503.136,1714032900000,6,
503.12,503.16,503.12,503.16,400,503.15,1714032960000,2,
503.2,503.2,503.13,503.13,947,503.1393,1714033020000,7,
503.17,503.17,503.17,503.17,130,503.1608,1714033080000,2,
503.09,503.09,503.09,503.09,200,503.09,1714033140000,1,
503.11,503.11,503.11,503.11,101,503.1096,1714033260000,2,
503.04,503.04,503.04,503.04,313,503.0421,1714033320000,2,
503.08,503.1,503.08,503.1,737,503.0873,1714033380000,5,
503.01,503.01,503.01,503.01,105,503.013,1714033440000,3,
503.01,503.01,502.99,502.99,533,502.9908,1714033500000,6,
502.92,502.92,502.92,502.92,201,502.9204,1714033620000,3,
502.95,502.95,502.95,502.95,145,502.9352,1714033800000,3,
502.95,502.95,502.95,502.95,520,502.9493,1714033920000,5,
502.92,503.02,502.92,503.02,603,502.9368,1714033980000,5,
503.04,503.06,503.04,503.06,317,503.0636,1714034040000,5,
503.15,503.15,503.15,503.15,100,503.15,1714034100000,1,
503.16,503.23,503.16,503.23,812,503.2144,1714034160000,7,
503.27,503.27,503.27,503.27,602,503.2701,1714034220000,3,
503.24,503.3,503.24,503.29,901,503.2818,1714034280000,9,
503.28,503.28,503.28,503.28,208,503.259,1714034400000,4,
503.34,503.34,503.3,503.3,449,503.3101,1714034460000,8,
503.29,503.29,503.29,503.29,501,503.2774,1714034520000,5,
503.25,503.28,503.25,503.27,909,503.2723,1714034580000,8,
503.22,503.22,503.22,503.22,308,503.2198,1714034640000,4,
503.21,503.25,503.21,503.25,426,503.2473,1714034700000,5,
503.29,503.29,503.19,503.19,662,503.2377,1714034880000,7,
503.2,503.25,503.2,503.25,1447,503.2369,1714034940000,6,
503.27,503.27,503.27,503.27,352,503.2671,1714035000000,4,
503.23,503.27,503.23,503.27,826,503.2361,1714035060000,5,
503.22,503.23,503.22,503.23,800,503.2238,1714035120000,4,
503.15,503.15,503.15,503.15,363,503.1344,1714035360000,7,
503.1,503.1,503.05,503.05,308,503.0675,1714035420000,4,
503.03,503.03,503.03,503.03,425,503.03,1714035540000,2,
503.05,503.05,503.05,503.05,115,503.0487,1714035600000,2,
503,503,503,503,203,503,1714035660000,3,
503.12,503.13,503.12,503.13,2284,503.1281,1714035780000,9,
503.15,503.15,503.15,503.15,300,503.15,1714035840000,4,
503.17,503.17,503.1,503.1,218,503.1378,1714035900000,3,
503.05,503.05,503.05,503.05,101,503.0499,1714036020000,2,
503.07,503.09,503.07,503.09,494,503.08,1714036080000,3,
503.05,503.05,503.05,503.05,102,503.0501,1714036140000,3,
503.07,503.11,503.07,503.11,655,503.0924,1714036200000,5,
502.99,502.99,502.99,502.99,262,502.9906,1714036320000,4,
503.02,503.15,503.02,503.15,1253,503.0993,1714036440000,11,
503.17,503.17,503.17,503.17,215,503.1702,1714036500000,3,
503.15,503.15,503.15,503.15,304,503.156,1714036560000,5,
503.1,503.15,503.1,503.15,661,503.1295,1714036620000,12,
503.17,503.18,503.17,503.18,579,503.1729,1714036680000,7,
503.15,503.15,503.15,503.15,1000,503.15,1714036740000,2,
503.17,503.17,503.14,503.14,400,503.1555,1714036800000,8,
503.18,503.2,503.09,503.09,656,503.1616,1714036920000,9,
503.08,503.16,503.08,503.16,407,503.1197,1714036980000,5,
503.13,503.13,503.13,503.13,103,503.13,1714037040000,4,
503.13,503.13,503.13,503.13,230,503.13,1714037100000,1,
503.13,503.14,503.13,503.14,375,503.1347,1714037160000,3,
503.15,503.15,503.15,503.15,152,503.15,1714037340000,1,
503.15,503.15,503.15,503.15,203,503.1501,1714037400000,2,
503.05,503.05,503.05,503.05,333,503.0502,1714037580000,7,
503.15,503.17,503.15,503.17,675,503.1598,1714037700000,6,
